pixel_id,lat,lon,error_var,coef,std_err,pvalue,n_obs
26.6_-99.1,26.59999999999986,-99.10000000000042,wspd_error_0h,0.2569828060819272,0.36896751083823337,0.48614033149542757,8398
26.6_-99.2,26.59999999999986,-99.20000000000041,temp_error_1h,-1.7769007773711822,0.3973568920285493,7.858798481086282e-06,8398
26.6_-99.2,26.59999999999986,-99.20000000000041,wspd_error_1h,2.4004589122542326,0.37874213117589267,2.448590219472635e-10,8398
26.6_-99.2,26.59999999999986,-99.20000000000041,temp_error_0h,1.0408896071944915,0.3535084475601541,0.003244155377525093,8398
26.6_-99.2,26.59999999999986,-99.20000000000041,wspd_error_0h,0.06989659139471747,0.3541733104536429,0.8435573749590719,8398
26.7_-97.7,26.69999999999986,-97.7000000000005,temp_error_1h,-0.5866606264961388,0.36595640679158303,0.10895284034993513,8398
26.7_-97.7,26.69999999999986,-97.7000000000005,wspd_error_1h,1.2800199684922253,0.407635743665735,0.0016947476609370238,8398
26.7_-97.7,26.69999999999986,-97.7000000000005,temp_error_0h,0.6990141227235466,0.34752908705218505,0.04431705912140016,8398
26.7_-97.7,26.69999999999986,-97.7000000000005,wspd_error_0h,1.4570116895259004,0.4361962045820413,0.0008406462531398429,8398
26.7_-98.1,26.69999999999986,-98.10000000000048,temp_error_1h,-0.6828247167291049,0.34566701387218923,0.04825756411788373,8398
26.7_-98.1,26.69999999999986,-98.10000000000048,wspd_error_1h,1.388708202750819,0.4011225504689922,0.0005387515979891067,8398
26.7_-98.1,26.69999999999986,-98.10000000000048,temp_error_0h,0.8553419431985422,0.31227391613951844,0.006174280108654839,8398
